2.8432,3.3147
2.7819,2.9257
2.8060,2.6755
2.8195,3.5557
2.7419,2.8846
3.0513,2.9448
2.8334,3.5643
2.6936,3.2125
3.4886,2.5860
2.7710,2.4585
3.1480,3.0555
2.7482,2.9072
2.8381,2.7665
2.8447,3.0671
2.9423,3.0905
3.2373,2.7272
2.9960,2.6827
2.8408,2.8273
3.1100,2.7180
3.2046,3.5540
3.2925,2.9559
3.0994,3.2927
2.7055,3.1386
2.7545,3.6277
3.1679,3.3242
2.5217,2.8202
2.6159,3.2617
3.0167,3.3283
2.8562,2.9443
2.8680,3.0392
3.1071,2.7921
2.5564,3.3431
3.2807,3.3815
2.6668,3.5257
3.0869,3.6226
3.1015,2.8754
2.6757,3.1848
3.2507,2.6611
3.3916,3.0063
2.8610,2.8603
3.1545,3.1541
2.8622,2.7450
2.8661,3.0582
3.0868,3.7366
3.2059,2.5162
3.1113,2.8188
3.0055,3.5029
2.9439,2.8681
3.1731,2.9391
3.1963,2.9833
2.8411,3.1540
3.4208,2.5794
3.5597,3.1421
3.0085,3.0089
2.2141,3.2466
2.9802,2.6367
3.0801,3.2669
2.7679,2.6266
2.9674,3.1205
3.1073,3.1682
2.5867,2.7187
3.0573,3.0139
3.1553,2.7823
3.0642,2.6263
3.1225,2.4892
3.3538,3.0203
2.8584,3.3267
2.6813,3.1421
3.2815,2.8452
2.7481,2.8202
3.0042,2.9928
2.8279,2.8359
3.4643,3.5388
3.1239,2.8309
3.0181,3.7390
2.8223,2.7408
2.7854,3.2039
2.8162,2.8837
2.6681,2.6411
3.0597,2.8199
3.1641,2.9393
2.7809,3.0649
2.8119,3.5437
3.6569,2.7575
3.1730,3.0934
2.7076,3.2361
2.9499,3.0440
3.2438,3.4069
2.9175,2.3094
2.5442,2.8547
3.0779,2.7287
3.3200,3.3508
3.0232,2.7416
2.6039,3.5494
2.9253,3.2915
3.3585,2.5430
3.0858,3.1003
2.8739,2.9155
3.0209,2.8844
3.0978,2.6247
2.7230,2.5945
3.4652,2.7005
3.4341,3.0590
2.8697,2.9072
2.9963,2.7308
3.2617,3.0550
3.1877,2.7429
3.3221,2.6920
3.3175,2.4724
2.8537,2.8702
2.8087,2.8407
2.3798,2.9733
3.3489,3.0031
2.8339,2.6406
2.8917,3.3478
3.0227,2.7969
3.0972,2.9610
3.4653,3.0347
2.6888,2.9429
2.6787,3.1447
3.1183,2.8737
3.3087,3.1418
3.4897,2.5710
3.4697,2.9803
3.3503,3.0763
3.0146,2.7507
3.0968,2.7518
2.9887,3.3310
2.8448,3.4228
2.9263,2.9182
2.8661,2.4331
2.8343,3.1899
3.1013,2.8764
2.9279,2.8876
3.5393,3.1923
2.8270,3.2266
3.4434,2.8445
2.4244,2.9920
3.0682,3.3921
3.1898,3.6812
3.2470,3.0220
2.9469,2.7605
2.7460,2.5455
3.1951,2.9702
3.1420,2.9782
2.7043,3.1512
3.3604,2.8776
2.9896,3.0703
2.5804,3.1689
2.7971,3.5403
2.9376,2.8521
3.1713,3.3407
2.9545,3.1765
3.1589,3.4325
2.7105,3.2058
2.7305,3.1476
2.7969,3.1835
2.8972,2.7593
3.1752,2.8922
3.1320,2.8494
3.0879,2.7857
2.9784,3.3011
2.9616,2.7133
2.9895,3.5312
3.0707,3.2313
3.4569,3.1617
3.4353,3.2878
2.5754,2.8738
3.1084,3.4614
3.0086,3.3835
2.8532,3.3132
2.8575,2.8040
3.1772,3.3326
2.7894,2.9017
2.8426,3.1468
3.1928,3.3987
2.9901,3.5384
2.8273,3.0366
2.5656,2.3404
2.9989,2.6525
3.0588,2.7065
3.0291,3.2906
3.2441,2.6307
3.0560,2.7734
3.0811,2.9849
2.7575,2.8495
2.8198,2.9125
2.9221,2.5491
3.0609,2.5453
2.8286,3.1718
2.8972,2.8886
3.2609,3.4067
2.9937,3.0352
3.3833,2.8225
2.6757,3.3159
2.6130,2.6115
3.0361,3.1543
2.8824,2.5609
2.5178,3.0554
2.2585,2.7609
2.9264,2.7739
3.0399,2.7900
3.2357,3.1276
2.5656,2.5778
3.1025,3.5629
2.6289,2.6039
3.1028,3.1370
2.8544,3.0246
2.9656,3.3713
2.7348,3.0461
3.4397,2.9323
2.9190,2.7064
3.0735,2.8479
2.9951,3.3565
3.0888,3.0783
3.1503,2.7067
3.2165,2.6613
3.3428,3.2256
3.2123,2.8313
3.2699,3.0922
2.7425,3.2101
3.1289,3.0623
2.6334,3.2139
3.0299,2.8490
3.6399,2.4144
3.4739,2.8431
2.5777,2.7667
2.4861,3.4062
3.5659,3.0524
3.0830,3.2482
3.0594,2.9567
3.1566,3.0891
2.7682,2.9290
3.2890,3.1238
2.5564,2.7840
2.9881,3.2045
3.0341,3.1986
3.1976,3.6031
2.9812,3.2865
3.7337,3.0388
3.0627,2.4121
2.8048,2.8539
2.0276,2.6927
3.2461,3.1522
3.3249,3.3161
3.1897,3.2918
3.0520,3.1156
2.7242,3.4650
2.8650,3.1869
2.9663,2.9337
2.8663,3.4360
2.7960,3.0697
2.5862,2.7807
3.0298,3.2254
2.8367,3.0333
3.0933,3.4426
3.0039,3.4361
2.7524,2.9036
2.1909,2.9837
2.8643,2.2728
3.1761,3.6571
2.3628,2.8423
3.3096,2.5543
2.9206,3.8161
2.7650,2.9034
2.9516,3.1212
3.4758,2.6287
3.4146,3.1946
2.7629,3.1414
3.0751,3.1039
2.7901,3.0642
3.4324,2.5692
3.0972,2.8845
2.8365,3.1197
3.0193,2.6767
3.4507,3.0222
3.1443,3.0672
2.7723,3.0451
2.9193,2.6680
2.7331,2.7553
2.8592,3.1628
3.2476,3.2441
3.2502,3.1378
3.3801,2.7877
2.7072,3.3161
