234.3183,281.4703
228.1859,242.5744
230.6028,217.5536
231.9488,305.5683
224.1876,238.4633
255.1260,244.4805
233.3440,306.4347
219.3630,271.2507
298.8585,208.5970
227.1022,195.8535
264.7995,255.5451
224.8235,240.7236
233.8072,226.6509
234.4717,256.7136
244.2292,259.0464
273.7310,222.7184
249.5951,218.2687
234.0850,232.7255
260.9979,221.8036
270.4567,305.4012
279.2536,245.5883
259.9379,279.2664
220.5547,263.8631
225.4534,312.7716
266.7937,282.4234
202.1672,232.0187
211.5909,276.1737
251.6717,282.8257
235.6248,244.4302
236.7987,253.9222
260.7105,229.2127
205.6424,284.3126
278.0704,288.1467
216.6827,302.5681
258.6932,312.2620
260.1549,237.5414
217.5681,268.4781
275.0708,216.1088
289.1644,250.6301
236.0975,236.0281
265.4511,265.4136
236.2192,224.5047
236.6070,255.8227
258.6751,323.6590
270.5878,201.6185
261.1344,231.8804
250.5526,300.2931
244.3939,236.8081
267.3122,243.9086
269.6310,248.3325
234.1072,265.3980
292.0838,207.9445
305.9732,264.2150
250.8496,250.8927
171.4076,274.6571
248.0176,213.6695
258.0115,276.6889
226.7863,212.6604
246.7372,262.0514
260.7336,266.8235
208.6699,221.8652
255.7330,251.3931
265.5298,228.2277
256.4228,212.6278
262.2476,198.9225
285.3789,252.0256
235.8420,282.6685
218.1309,264.2078
278.1485,234.5187
224.8083,232.0182
250.4179,249.2762
232.7901,233.5942
296.4252,303.8763
262.3879,233.0883
251.8069,323.8973
232.2282,224.0803
228.5409,270.3879
231.6163,238.3690
216.8100,214.1138
255.9718,231.9935
266.4129,243.9342
228.0890,256.4938
231.1910,304.3735
315.6941,225.7511
267.2967,259.3375
220.7595,273.6125
244.9865,254.4014
274.3758,290.6872
241.7484,180.9424
204.4189,235.4730
257.7917,222.8705
282.0002,285.0789
252.3210,224.1615
210.3930,304.9438
242.5311,279.1471
285.8514,204.3044
258.5760,260.0337
237.3944,241.5465
252.0941,238.4406
259.7840,212.4666
222.3030,209.4495
296.5150,220.0494
293.4093,255.8966
236.9651,240.7248
249.6326,223.0824
276.1696,255.5003
268.7700,224.2853
282.2090,219.2045
281.7527,197.2378
235.3718,237.0233
230.8678,234.0701
187.9767,247.3264
284.8949,250.3070
233.3905,214.0637
239.1710,284.7799
252.2741,229.6851
259.7250,246.0957
296.5346,253.4702
218.8826,244.2898
217.8732,264.4742
261.8336,237.3705
280.8747,264.1779
298.9723,207.0958
296.9657,248.0275
285.0335,257.6326
251.4556,225.0715
259.6816,225.1831
248.8710,283.0991
234.4813,292.2804
242.6277,241.8183
236.6145,193.3138
233.4333,268.9880
260.1281,237.6437
242.7902,238.7554
303.9306,269.2253
232.6969,272.6617
294.3368,234.4519
192.4369,249.2046
256.8238,289.2143
268.9835,318.1208
274.6951,252.1995
244.6916,226.0511
224.5962,204.5546
269.5060,247.0247
264.1971,247.8151
220.4282,265.1214
286.0364,237.7577
248.9595,257.0264
208.0430,266.8891
229.7082,304.0282
243.7563,235.2100
267.1267,284.0670
245.4464,267.6495
265.8941,293.2471
221.0523,270.5815
223.0476,264.7576
229.6923,268.3503
239.7186,225.9317
267.5178,239.2212
263.2004,234.9384
258.7922,228.5695
247.8397,280.1060
246.1625,221.3338
248.9503,303.1240
257.0684,273.1260
295.6937,266.1673
293.5343,278.7781
207.5389,237.3806
260.8419,296.1411
250.8623,288.3536
235.3168,281.3248
235.7516,230.4001
267.7196,283.2611
228.9384,240.1701
234.2644,264.6812
269.2817,289.8746
249.0062,303.8367
232.7309,253.6603
206.5596,184.0358
249.8919,215.2491
255.8754,220.6488
252.9123,279.0593
274.4055,213.0741
255.6030,227.3385
258.1137,248.4929
225.7452,234.9473
231.9808,241.2492
242.2123,204.9057
256.0877,204.5277
232.8646,267.1775
239.7194,238.8568
276.0882,290.6691
249.3730,253.5198
288.3299,232.2529
217.5683,281.5946
211.3012,211.1476
253.6089,265.4332
238.2368,206.0946
201.7755,255.5390
175.8507,226.0931
242.6384,227.3879
253.9891,228.9964
273.5740,262.7637
206.5575,207.7761
260.2527,306.2851
212.8915,210.3863
260.2818,263.7026
235.4391,252.4562
246.5638,287.1345
223.4843,254.6118
293.9695,243.2267
241.9038,220.6371
257.3490,234.7917
249.5073,285.6518
258.8836,257.8317
265.0275,220.6733
271.6502,216.1284
284.2847,272.5580
271.2326,233.1260
276.9880,259.2190
224.2493,271.0093
262.8885,256.2306
213.3362,271.3900
252.9895,234.8957
313.9910,191.4374
297.3872,234.3142
207.7746,226.6655
198.6060,290.6162
306.5856,255.2373
258.3007,274.8155
255.9425,245.6692
265.6582,258.9095
226.8152,242.8954
278.9013,262.3834
205.6443,228.4047
248.8133,270.4450
253.4055,269.8639
269.7563,310.3061
248.1196,278.6543
323.3726,253.8766
256.2659,191.2099
230.4807,235.3862
152.7620,219.2684
274.6145,265.2182
282.4915,281.6141
268.9722,279.1766
255.1954,261.5595
222.4173,296.4980
236.4980,268.6855
246.6302,243.3709
236.6349,293.6015
229.5993,256.9676
208.6204,228.0721
252.9800,272.5416
233.6685,253.3277
259.3272,294.2607
250.3901,293.6060
225.2351,240.3584
169.0934,248.3712
236.4308,177.2836
267.6057,315.7137
186.2831,234.2273
280.9553,205.4332
242.0603,331.6051
226.5024,240.3382
245.1614,262.1215
297.5805,212.8655
291.4648,269.4613
226.2858,264.1441
257.5148,260.3934
229.0082,256.4194
293.2382,206.9241
259.7225,238.4475
233.6524,261.9741
251.9284,217.6677
295.0707,252.2228
264.4303,256.7165
227.2260,254.5118
241.9333,216.8042
223.3146,225.5257
235.9158,266.2768
274.7625,274.4053
275.0177,263.7754
288.0073,228.7699
220.7238,281.6093
268.4250,272.7252
252.1470,235.6703
225.1301,233.1946
267.0930,263.4313
256.7228,250.3778
275.2193,230.4213
252.6114,241.0298
252.9303,226.8097
