2.8e-07,2.8e-07,2.8e-07,2.8e-07,0.01333333,0.01,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,
2.8e-07,2.8e-07,2.8e-07,2.8e-07,0.025,0.01666667,2.8e-07,2.8e-07,2.8e-07,2.8e-07,0.00666667,0.01,0.00166667,0.00166667,2.8e-07,2.8e-07,
2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,0.00166667,2.8e-07,2.8e-07,2.8e-07,0.00666667,0.015,0.02833333,0.025,0.03333333,2.8e-07,2.8e-07,
2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,0.00166667,0.04833333,0.00833333,0.00833333,0.005,0.00666667,0.00833333,2.8e-07,
2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,0.00333333,0.00833333,0.00333333,0.03833333,0.00833333,0.025,0.03,2.8e-07,
2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,0.00666667,0.04666667,0.00166667,0.00166667,0.00666667,0.00833333,0.00333333,2.8e-07,
2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,0.005,0.025,0.02666667,0.01333333,0.03833333,2.8e-07,2.8e-07,
2.8e-07,2.8e-07,2.8e-07,0.00166667,0.03,0.02,2.8e-07,2.8e-07,2.8e-07,2.8e-07,0.00833333,0.00833333,2.8e-07,0.00166667,2.8e-07,2.8e-07,
2.8e-07,2.8e-07,2.8e-07,2.8e-07,0.01166667,0.00333333,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,
2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,0.005,
2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,0.00666667,
2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,0.01833333,0.03666667,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,
2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,0.00833333,0.00333333,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,
2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,
2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,
2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07,2.8e-07
