1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,3.4133333333,1.3653333333,3.4133333333,3.4133333333,1.3653333333,6.8266666667,3.4133333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,
1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,3.4133333333,1.3653333333,6.8266666667,3.4133333333,1.3653333333,3.4133333333,3.4133333333,1.3653333333,1.3653333333,3.4133333333,1.3653333333,3.4133333333,3.4133333333,3.4133333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,
1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,3.4133333333,3.4133333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,3.4133333333,3.4133333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,
1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,3.4133333333,1.3653333333,3.4133333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,3.4133333333,3.4133333333,3.4133333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,
1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,3.4133333333,1.3653333333,3.4133333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,3.4133333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,
1.3653333333,1.3653333333,1.3653333333,1.3653333333,3.4133333333,3.4133333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,3.4133333333,1.3653333333,3.4133333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,
1.3653333333,1.3653333333,1.3653333333,1.3653333333,3.4133333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,3.4133333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,
1.3653333333,1.3653333333,1.3653333333,3.4133333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,3.4133333333,3.4133333333,1.3653333333,1.3653333333,1.3653333333,
1.3653333333,1.3653333333,3.4133333333,3.4133333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,3.4133333333,1.3653333333,1.3653333333,
1.3653333333,1.3653333333,3.4133333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,3.4133333333,1.3653333333,1.3653333333,1.3653333333,
1.3653333333,3.4133333333,3.4133333333,1.3653333333,1.3653333333,1.3653333333,3.4133333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,6.8266666667,1.3653333333,1.3653333333,
1.3653333333,6.8266666667,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,3.4133333333,3.4133333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,3.4133333333,1.3653333333,1.3653333333,1.3653333333,3.4133333333,1.3653333333,1.3653333333,
1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,3.4133333333,3.4133333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,3.4133333333,1.3653333333,3.4133333333,1.3653333333,3.4133333333,6.8266666667,1.3653333333,1.3653333333,3.4133333333,1.3653333333,1.3653333333,1.3653333333,1.3653333333,6.8266666667,1.3653333333,
