0.7111111111,0.2844444444,0.5688888889,0.8533333333,0.8533333333,0.5688888889,1.4222222222,1.4222222222,1.8488888889,1.4222222222,1.9911111111,1.7066666667,2.5600000000,2.1333333333,1.8488888889,2.2755555556,
0.4266666667,0.8533333333,0.7111111111,0.9955555556,1.1377777778,1.8488888889,0.2844444444,0.2844444444,2.5600000000,5.5466666667,2.7022222222,1.5644444444,2.2755555556,2.5600000000,2.2755555556,2.4177777778,
0.4266666667,0.2844444444,0.7111111111,0.4266666667,0.9955555556,0.8533333333,0.8533333333,1.7066666667,0.9955555556,2.9866666667,3.6977777778,1.8488888889,3.1288888889,2.1333333333,2.8444444444,3.2711111111,
0.5688888889,0.5688888889,1.2800000000,1.5644444444,0.4266666667,1.5644444444,0.9955555556,1.8488888889,1.8488888889,3.1288888889,1.9911111111,2.4177777778,2.8444444444,3.1288888889,2.7022222222,1.5644444444,
0.0568888889,0.0568888889,0.1422222222,0.2844444444,1.1377777778,1.7066666667,0.9955555556,0.8533333333,0.9955555556,1.2800000000,0.8533333333,2.1333333333,2.8444444444,1.4222222222,2.8444444444,3.5555555556,
0.5688888889,0.5688888889,1.1377777778,0.8533333333,0.5688888889,0.5688888889,0.8533333333,1.4222222222,1.5644444444,1.8488888889,1.7066666667,1.2800000000,2.2755555556,2.4177777778,2.9866666667,1.8488888889,
0.0568888889,0.4266666667,0.1422222222,0.2844444444,0.7111111111,0.1422222222,0.9955555556,0.8533333333,1.4222222222,0.8533333333,0.8533333333,1.7066666667,2.7022222222,2.1333333333,0.5688888889,1.4222222222,
0.0568888889,0.2844444444,0.4266666667,0.2844444444,0.5688888889,1.7066666667,0.7111111111,0.9955555556,0.7111111111,1.1377777778,0.9955555556,1.7066666667,1.9911111111,1.9911111111,1.8488888889,2.1333333333,
0.4266666667,0.0568888889,0.9955555556,0.5688888889,0.2844444444,0.5688888889,1.1377777778,0.8533333333,2.1333333333,0.9955555556,0.9955555556,1.4222222222,1.9911111111,0.5688888889,0.5688888889,1.4222222222,
0.2844444444,0.2844444444,0.2844444444,0.1422222222,0.9955555556,0.5688888889,0.4266666667,0.9955555556,1.4222222222,1.2800000000,0.9955555556,0.2844444444,1.1377777778,1.7066666667,1.5644444444,1.5644444444,
0.2844444444,0.5688888889,0.1422222222,0.0568888889,0.0568888889,0.8533333333,1.1377777778,0.7111111111,0.1422222222,0.2844444444,0.1422222222,1.2800000000,0.5688888889,1.8488888889,2.8444444444,0.9955555556,
0.0568888889,0.0568888889,0.1422222222,0.1422222222,1.2800000000,0.2844444444,0.7111111111,0.9955555556,0.4266666667,1.1377777778,0.7111111111,0.5688888889,0.5688888889,0.5688888889,0.7111111111,1.2800000000,
0.1422222222,0.1422222222,0.2844444444,0.0568888889,0.2844444444,0.2844444444,0.9955555556,0.0568888889,1.1377777778,0.9955555556,0.0568888889,1.2800000000,0.5688888889,0.5688888889,0.7111111111,0.8533333333,
0.5688888889,0.1422222222,0.0568888889,0.1422222222,0.2844444444,0.0568888889,0.0568888889,0.4266666667,0.2844444444,0.7111111111,0.2844444444,0.1422222222,1.2800000000,0.2844444444,0.0568888889,0.7111111111,
0.1422222222,0.0568888889,0.4266666667,0.2844444444,0.4266666667,0.0568888889,0.1422222222,0.1422222222,0.5688888889,0.0568888889,0.2844444444,1.1377777778,0.2844444444,0.5688888889,0.0568888889,0.0568888889,
0.0568888889,0.0568888889,0.4266666667,0.1422222222,0.2844444444,0.0568888889,0.4266666667,0.2844444444,0.5688888889,0.2844444444,0.1422222222,0.5688888889,0.2844444444,0.2844444444,0.1422222222,0.7111111111
